#,Hierarchy Tier,Brand Name,State / Origin (HQ),Creator Handle,Followers,Video Content Genre,Views / Plays,Likes,Comments,Like-to-View %,Creator ER%,Post Date,Direct Instagram URL,Boost Status & Reason,Caption Preview
53,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@shreesakhi______,40000,🕉️ Devotional Content & Spiritual Storytelling,51665,1981,177,3.83%,5.39%,2026-05-08,https://www.instagram.com/p/DYE_G97SThc/,"📈 Viral Organic Reach: High organic views (51,665) with strong like rate (3.83%)","Tulsi maala sirf abhushan nahi… Kishori Ju ki kripa ka prateek hai 🌿✨  Aur kripa se judi cheezon mein shuddhta bahut maayne rakhti hai. Isliye original, lab-tested & spiritually authentic Tulsi Kanthi aur devotional products ke liye connect with @jap"
54,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@mystery_with_revanth,259000,"🕉️ Mantras, Japa Meditation & Puja Rituals",51088,1571,103,3.08%,0.65%,2026-02-10,https://www.instagram.com/p/DUlCHn5kiWX/,⚪ Standard Organic: Baseline organic collab reach,"🔮 POWERFUL KARUNGALI MALA ENERGY 🙏🏻 . . @japam.in  . . DESCRIPTION: Karungali mala is known for its strong protective and grounding energy 🔱 Worn for spiritual strength, negativity protection, and inner stability. A sacred tool for those walking the "
55,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@riyabyt,53000,🕉️ Devotional Content & Spiritual Storytelling,49914,1022,54,2.05%,2.03%,2026-04-07,https://www.instagram.com/p/DW00xmZD0_b/,⚪ Standard Organic: Baseline organic collab reach,Divine Hindu ❤️#ad  #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #instagram #realkarofeelkaro #shareifyourelate♥️✨
56,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@rose_sk18_official,186000,"📦 Unboxing, Gifting & Product Review",48387,538,19,1.11%,0.30%,2026-04-22,https://www.instagram.com/p/DXbJ9cAkS-6/,⚪ Standard Organic: Baseline organic collab reach,Karungali & rudraksha bracelet   SHOP NOW ON @karungali_by_divinehindu   #rosesk18 #karungali #divinehindu
57,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@riyabyt,53000,🕉️ Devotional Content & Spiritual Storytelling,47659,820,36,1.72%,1.62%,2026-04-14,https://www.instagram.com/p/DXGzngdj2hb/,⚪ Standard Organic: Baseline organic collab reach,Divine hindu❤️🙏#ad   #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #instagram #realkarofeelkaro #shareifyourelate♥️✨
58,Tier 2: Toggle ON + Organic,Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@withsadhguru,978000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",46231,2499,12,5.41%,0.26%,2025-12-19,https://www.instagram.com/p/DSbvrn7AWoS/,⚪ Standard Organic: Baseline organic collab reach,Today is Amavasya - 19th December.  #ishalife #forconsciousliving #amavasya #shiva #adiyogi🙏🏻
59,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@amxnroy,50000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",44929,3,37,0.01%,0.08%,2026-03-23,https://www.instagram.com/p/DWOJ8RKEU2n/,⚪ Standard Organic: Baseline organic collab reach,🕉️ namah shivay❤️🙇🏻‍♂️  . @divinehindu.in  . . #explorepage #instagram #divinehindu #bhojpuri #amxnroy
60,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@passionframe03,62000,"🕉️ Mantras, Japa Meditation & Puja Rituals",44606,1327,54,2.97%,2.23%,2026-02-23,https://www.instagram.com/p/DVGbi86Eomi/,⚪ Standard Organic: Baseline organic collab reach,Energy Never Lies…  Energy matters. @japam.in   #foryou #explorepage #growth
61,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@seemamehtasm,32000,"🔮 Astrology, Horoscope & Gemstone Consultation",43560,3,57,0.01%,0.19%,2026-04-28,https://www.instagram.com/p/DXqws-akTWx/,⚪ Standard Organic: Baseline organic collab reach,"Pisces energy, protected and balanced 💜 Wearing my Japam Amethyst Zodiac Band — known for calm, clarity & intuition. 100% authentic gemstone, lab-tested, and report comes with the product.  Shop now at japam.in  #Japam #AmethystBand #PiscesZodiac #Ge"
62,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@buntyhimachalii,52000,"🕉️ Mantras, Japa Meditation & Puja Rituals",42587,3,16,0.01%,0.04%,2026-04-24,https://www.instagram.com/p/DXg-rlcBeGU/,⚪ Standard Organic: Baseline organic collab reach,"New Silver-Plated Shiv Shankh  Mala with certified Rudraksha Beads 🕉️📿 . 🛍️Buy Now From @japam.in   it’s energy, protection, and connection with Lord Shiva . Not everyone understands it - but those who do, feel it. #japam #rudraksha #shiva #trending "
63,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@sonibrothersofficial,66000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",42164,2827,21,6.70%,4.32%,2026-03-17,https://www.instagram.com/p/DV_FCgeE9nT/,"📈 Viral Organic Reach: High organic views (42,164) with strong like rate (6.7%)",Wear the energy of Mahadev🔱 Power. Protection. Presence. Shiva Trishul Rudraksha Necklace by @divinehindu.in   #mahadev #rudraksh #kaalbhairav #ad
64,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@mystery_with_revanth,259000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",41226,1071,95,2.60%,0.45%,2026-01-24,https://www.instagram.com/p/DT4X9CUkthO/,⚪ Standard Organic: Baseline organic collab reach,"🚩 DIVINE SHIVA POWER KADA ✨ . . @karungali_by_divinehindu  @divinehindu.in  . . DESCRIPTION Channel the energy of Lord Shiva with this powerful Trishul–Damroo Karungali Kada, beautifully gold plated for a divine and premium finish. A perfect blend of"
65,Tier 2: Toggle ON + Organic,House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@24caratgujju,126000,"📦 Unboxing, Gifting & Product Review",40234,443,71,1.10%,0.41%,2026-06-30,https://www.instagram.com/p/DaNWZBsMedP/,⚪ Standard Organic: Baseline organic collab reach,"💸 શું ખરેખર પૈસા અને સફળતા તમારી તરફ આકર્ષિત થઈ શકે? 😱  મેં પણ પહેલા વિશ્વાસ નહોતો કર્યો… પરંતુ જ્યારે મેં આ Money Magnet Bracelet પહેરવાનું શરૂ કર્યું, ત્યારથી મારા કામમાં સારો બદલાવ અનુભવ્યો. ✨  જો તમે પણ તમારા Business, Career અને Financial Growth"
66,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@sangeethaeswarann,24000,"🕉️ Mantras, Japa Meditation & Puja Rituals",39858,3,14,0.01%,0.07%,2026-03-09,https://www.instagram.com/p/DVqXZClCfNa/,⚪ Standard Organic: Baseline organic collab reach,"This anklet from @japam.in !! Loved the color combination in this . Comment “ link “ for product details   ( Anklet , positivity , peace , home , village , temple )"
67,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@ramannkripa,52000,"🕉️ Mantras, Japa Meditation & Puja Rituals",39733,1274,30,3.21%,2.51%,2026-03-12,https://www.instagram.com/p/DVyNO9GEVMr/,⚪ Standard Organic: Baseline organic collab reach,"This Gold Plated Tulsi Mala is officially my new favorite accessory , get yours from @japam.in   #explore #viralreels #reelitfeelit #collab"
68,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@twinkle._.dogra,92000,"🕉️ Mantras, Japa Meditation & Puja Rituals",39396,346,29,0.88%,0.41%,2025-11-26,https://www.instagram.com/p/DRhxEyZkh_U/,⚪ Standard Organic: Baseline organic collab reach,Abundance starts with the right vibrations.   Money Magnet Fusion Band by Japam.   visit :-  www.japam.in  use my code : TWINKLE50 and get extra 50 rs OFF  #japam #spirtuality  #dharma #religion #moneyband #pyrite #shiva #reel #instagram #money #weal
69,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@_ankitadash,112000,"🔮 Astrology, Horoscope & Gemstone Consultation",39010,1047,23,2.68%,0.96%,2026-03-07,https://www.instagram.com/p/DVlHQongZJA/,⚪ Standard Organic: Baseline organic collab reach,"GEMINI RASHI STONE BRACELET  A green aventurine or green stone bracelet is a symbol of good luck. It brings you luck in the areas of health, love, relationships, business, opportunities, and wealth.   Get your Rashi bracelet from DivineHindu website "
70,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@_ankitadash,112000,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",38206,1022,16,2.67%,0.93%,2026-03-06,https://www.instagram.com/p/DVi6-0fgbP3/,⚪ Standard Organic: Baseline organic collab reach,"4 Mukhi Rudraksha from @divinehindu.in   The influence of Budha (mercury) is exerted on the Four Mukhi Rudraksha. The 4 Mukhi Brahma Bead is known to enhance intelligence, verbal communication and mathematical aptitude.   Shop yours now #ankitadash #"
71,Tier 2: Toggle ON + Organic,Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@stories.by.ganesh,93000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",37186,1648,129,4.43%,1.91%,2026-03-08,https://www.instagram.com/p/DVn3E4MEVzB/,⚪ Standard Organic: Baseline organic collab reach,Adiyogi Offerings 🔱📿 @isha.life.india  . . . #mahadev #adiyogi #shiva #explore #trending
72,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@lifeofrounak,51000,"🕉️ Mantras, Japa Meditation & Puja Rituals",36479,3,33,0.01%,0.07%,2026-05-03,https://www.instagram.com/p/DX3Gs-eiIVf/,⚪ Standard Organic: Baseline organic collab reach,Kabhi kabhi hum cheez nahi…✨️ uske peeche wali feeling dhoondh rahe hote hain.  Aur jab wo mil jaati hai… to sab kuch simple ho jaata hai. 🙏 Har Har Mahadev 🔱  The Asli Brand Of Rudraksha Wearables @japam.in  ●Pioneered BTR Lab Certification In India
73,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@itsrishlife,128000,🕉️ Devotional Content & Spiritual Storytelling,36450,414,20,1.14%,0.34%,2026-01-21,https://www.instagram.com/p/DTxVe6zk8-P/,⚪ Standard Organic: Baseline organic collab reach,My Favourite Daily Essential   #manifest #ad
74,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@a_classic_vibe,52000,"🕉️ Mantras, Japa Meditation & Puja Rituals",36044,1631,14,4.53%,3.16%,2026-01-30,https://www.instagram.com/p/DUIpFUiE-EM/,⚪ Standard Organic: Baseline organic collab reach,"Bengaluru’s Gali Anjaneya unleashes Hanuman’s fury on evil eye—lemons explode negativity, threads shield pain. But shield smarter: Japam’s certified Karungali Mali + Nandi statue guards BEFORE buri nazar strikes! Patience, peace, career protection—So"
75,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@_anuragthakurr,46000,"🕉️ Mantras, Japa Meditation & Puja Rituals",35514,748,61,2.11%,1.76%,2025-09-09,https://www.instagram.com/p/DOX78U5jGbp/,⚪ Standard Organic: Baseline organic collab reach,"From the rush of my India trip to the chaotic peace of Ganesh utsav in Maharashtra, Japam is my constant reminder of get in touch with my spirituality 🙇‍♂️🔱  My japam bracelet not only looks good but also keeps me in touch with divine energy🙏  #ad  #"
76,Tier 2: Toggle ON + Organic,Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@___surya_068,104000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",35061,1421,11,4.05%,1.38%,2026-06-10,https://www.instagram.com/p/DZaTbHVSMlu/,⚪ Standard Organic: Baseline organic collab reach,Adiyogi Offerings 🔱📿 @isha.life.india  . . . #mahadev #adiyogi #shiva #explore #trending
77,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@buntyhimachalii,52000,"🕉️ Mantras, Japa Meditation & Puja Rituals",34401,3,23,0.01%,0.05%,2026-05-04,https://www.instagram.com/p/DX68oCGp4u0/,⚪ Standard Organic: Baseline organic collab reach,Gold Plated Bajrangbali Karungali Necklace 🕉️📿 Every Hanuman Bhakt Should Wear This 🔱 🛍️Buy Now From @japam.in  . #reels #spritual #japam #shiva #trending
78,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@explorewithakansh,33000,"🕉️ Mantras, Japa Meditation & Puja Rituals",34332,903,24,2.63%,2.81%,2026-07-13,https://www.instagram.com/p/DavKegDvxGT/,⚪ Standard Organic: Baseline organic collab reach,Click on the given link below to buy now ❤️  https://japam.in/products/gold-plated-hanuman-ji-idol-for-car-dashboard . . . .  #hanumanji #cardashboard #bajrangbali #japam #trending
79,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@sonibrothersofficial,66000,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",32195,946,10,2.94%,1.45%,2026-03-21,https://www.instagram.com/p/DWJvUvHE5d5/,⚪ Standard Organic: Baseline organic collab reach,Power. Protection. Presence. 🔱 Saptmukhi Rudraksha by @divinehindu.in   #ad #rudraksh
80,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@team_tigers_tv,123000,🕉️ Devotional Content & Spiritual Storytelling,31856,394,9,1.24%,0.33%,2026-05-07,https://www.instagram.com/p/DYCbJ59NUnD/,⚪ Standard Organic: Baseline organic collab reach,The Secret Energy Formula Used By Billionaires! 😱😱  Keywords : tiger nail spiritual secret | billionaire success secrets | spiritual power of tiger nail | rich people lucky secrets | business success spirituality | billionaire mindset | tiger claw pe
81,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@ramannkripa,52000,"📦 Unboxing, Gifting & Product Review",31563,1478,38,4.68%,2.92%,2026-02-19,https://www.instagram.com/p/DU8V5_qCNjT/,⚪ Standard Organic: Baseline organic collab reach,Mahadev ke bhakto ke liye ye must have hai .  Order Now - @divinehindu.in @karungali_by_divinehindu   #viralreels #explore #reelitfeelit #collab ##gifted
82,Tier 2: Toggle ON + Organic,Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@nehamuthappa,8602,🌟 Celebrity & Spiritual Leader Endorsement,30184,1091,36,3.61%,13.10%,2026-01-13,https://www.instagram.com/p/DTc5bg7EeXg/,"📈 Viral Organic Reach: High organic views (30,184) with strong like rate (3.61%)","What she carries within, she carries everywhere🔱  Nandi • Devi Vastram • Devi Hanging • Adiyogi • Sadhguru Little pieces of grace from @isha.life.india  . . . . . #ishalife #sadhguru #adiyogi #yoga #saree #women #driving #ishafoundation #explore #kaa"
83,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@kanishkatalenthub,814000,🕉️ Devotional Content & Spiritual Storytelling,30145,3,35,0.01%,0.00%,2026-04-06,https://www.instagram.com/p/DWyIk65EgZL/,⚪ Standard Organic: Baseline organic collab reach,@divinehindu.in
84,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@anvitasudarshan,52000,🕉️ Devotional Content & Spiritual Storytelling,29956,540,14,1.80%,1.07%,2026-02-06,https://www.instagram.com/p/DUaqCI0Ewfx/,⚪ Standard Organic: Baseline organic collab reach,"Fact is, not much research, from a historical perspective, seems to exist on any of the minor Upanishads, beyond the basic superficial level. And that is a major obstacle to understanding correctly not only the precise dates of their composition but "
85,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@pia__mishra_,155000,🕉️ Devotional Content & Spiritual Storytelling,29280,559,15,1.91%,0.37%,2026-03-17,https://www.instagram.com/p/DV-5s63jaBd/,⚪ Standard Organic: Baseline organic collab reach,"Krungali mala from Divine Hindu ✨🕉️ Sirf ek jewelry nahi… ye ek divine connection hai 💫 Har bead me shanti, positivity aur spiritual energy feel hoti hai 🙏  #DivineHindu #KrungaliMala #SpiritualVibes #PositiveEnergy #explore"
86,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@paddu__.gowda,16000,🕉️ Devotional Content & Spiritual Storytelling,28229,3,0,0.01%,0.02%,2026-05-04,https://www.instagram.com/p/DX62CxLT83C/,⚪ Standard Organic: Baseline organic collab reach,Divine Hindu Store | Jayanagar @divinehindu.in @divinehindustorebangalore  #divinehindu   #likes #fyp #explore #instagood
87,Tier 2: Toggle ON + Organic,Japam,Pan-India / Rajasthan (HQ: Jaipur),@_shamal_chavan_,6745,"🕉️ Mantras, Japa Meditation & Puja Rituals",27895,563,31,2.02%,8.81%,2026-05-03,https://www.instagram.com/p/DX3WRcTsAu0/,"📈 Viral Organic Reach: High organic views (27,895) with strong like rate (2.02%)",Buy yours stunning Gold plated tulsi mala Now with @japam.in 🌸 #tulsimala#tulsi#harekrishna#radheradhe#spirituality  Radhe Radhe🌸
88,Tier 2: Toggle ON + Organic,Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@rose_sk18_official,186000,🕉️ Devotional Content & Spiritual Storytelling,27771,785,33,2.83%,0.44%,2026-04-02,https://www.instagram.com/p/DWoZkD7kc2r/,⚪ Standard Organic: Baseline organic collab reach,Watch full video for positive vibe 😇✨  #viralreel #karungalimalai #rosesk18 #divinehindu
89,Tier 2: Toggle ON + Organic,Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@vaagdevi_sharma_,13000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",27605,1139,44,4.13%,9.10%,2026-02-03,https://www.instagram.com/p/DUSeyDXk6Qu/,"📈 Viral Organic Reach: High organic views (27,605) with strong like rate (4.13%)","Wrapped in Devi’s grace, singing for Shiva 🌺🕉️ Grateful for these sacred offerings from @isha.life.india 🫶❤️  #ishalife #adiyogi #shiva #shivaratri #thedivinewithin"
